Unexplained	Tissue	Phylogeny	genes	rank
68.3720930232558	12.4651162790698	19.1627906976744	Cyp1a2	14483
73.73046875	7.12890625	19.140625	Des	14484
31.28	49.6	19.12	Gm6654	14485
12.7774041694687	68.123739071957	19.0988567585743	Zfp92	14486
31.6602316602317	49.2664092664093	19.0733590733591	Misp	14487
23.838630806846	57.0904645476773	19.0709046454768	Cfap74	14488
65.5933762649494	15.3633854645814	19.0432382704692	4921501E09Rik	14489
17.7039274924471	63.2628398791541	19.0332326283988	Ndufaf7	14490
11.6825863335783	69.287288758266	19.0301249081558	Clec4a3	14491
71.3193116634799	9.65583173996176	19.0248565965583	Dach2	14492
14.1935483870968	66.8035190615836	19.0029325513196	Asb2	14493
75	6.0077519379845	18.9922480620155	Smoc1	14494
0	81.0079328044797	18.9920671955203	4930503L19Rik	14495
14.8626817447496	66.1550888529887	18.9822294022617	Myoz1	14496
20.9580838323353	60.059880239521	18.9820359281437	Caml	14497
81.0240963855422	0	18.9759036144578	Me3	14498
7.16783216783217	73.8636363636364	18.9685314685315	Zfp422	14499
81.0327706057597	0	18.9672293942403	Sds	14500
81.0463968410662	0	18.9536031589339	Usp9x	14501
30.4482225656878	50.6182380216383	18.9335394126739	Zfp148	14502
19.3690388848129	61.7021276595745	18.9288334556126	Rfx7	14503
67.7179962894249	13.3580705009276	18.9239332096475	Mrpl30	14504
14.0217391304348	67.0652173913044	18.9130434782609	Nisch	14505
69.2737430167598	11.8249534450652	18.901303538175	Tekt2	14506
38.5542168674699	42.5451807228916	18.9006024096386	Clk4	14507
14.4073811213627	66.7139815471966	18.8786373314407	Serpinb10	14508
3.05084745762712	78.0790960451977	18.8700564971751	Stab1	14509
81.1320754716981	0	18.8679245283019	Gm5766	14510
78.2522343594836	2.8798411122145	18.8679245283019	Col4a5	14511
5.93419506462985	75.2056404230317	18.8601645123384	Adgre5	14512
81.1451135241856	0	18.8548864758144	Cox6a1	14513
17.9969879518072	63.1777108433735	18.8253012048193	Tnfsf13	14514
0	81.1774128954746	18.8225871045254	Sh3bgrl	14515
38.1392045454546	43.0397727272727	18.8210227272727	Zfp958	14516
81.1811811811812	0	18.8188188188188	BB031773	14517
81.1822660098522	0	18.8177339901478	Trim60	14518
71.0891089108911	10.0990099009901	18.8118811881188	Ube2l3	14519
16.0688665710186	65.1362984218078	18.7948350071736	Zfp553	14520
14.3304620203602	66.8754894283477	18.7940485512921	Cep192	14521
81.2067260138477	0	18.7932739861523	Dgkb	14522
10.7258064516129	70.4838709677419	18.7903225806452	Retnla	14523
81.2192723697148	0	18.7807276302852	A2m	14524
81.2192723697148	0	18.7807276302852	C730002L08Rik	14525
55.14440433213	26.0830324909747	18.7725631768953	Gm4787	14526
81.2313803376366	0	18.7686196623635	Iqca	14527
81.2685827552032	0	18.7314172447968	Ugt3a2	14528
33.2288401253918	48.0407523510972	18.730407523511	Rrm2	14529
81.2871287128713	0	18.7128712871287	Pdxk-ps	14530
72.9701952723535	8.32476875642343	18.705035971223	Yrdc	14531
2.14195716085678	79.1684166316674	18.6896262074758	Ubl4a	14532
14.3933685003768	66.9178598342125	18.6887716654107	Kcna3	14533
31.3186813186813	50	18.6813186813187	Syt6	14534
81.3425468904245	0	18.6574531095755	Gprc5d	14535
0	81.3499111900533	18.6500888099467	Rasgrp2	14536
40.5027932960894	40.8519553072626	18.645251396648	Grxcr2	14537
17.6286072772898	63.7390213299875	18.6323713927227	Zbtb9	14538
81.3813813813814	0	18.6186186186186	Crybb2	14539
33.2771693344566	48.1044650379107	18.6183656276327	Fam117b	14540
51.8061674008811	29.6035242290749	18.590308370044	Parp16	14541
81.4159292035398	0	18.5840707964602	Ano1	14542
35.1027397260274	46.3184931506849	18.5787671232877	Usp1	14543
36.9458128078818	44.475721323012	18.5784658691063	Tmem229a	14544
55.2875695732839	26.1595547309833	18.5528756957328	Mpv17l	14545
68.0993314231137	13.3715377268386	18.5291308500478	Tmod2	14546
81.5034619188922	0	18.4965380811078	9530053A07Rik	14547
57.9154375614553	23.5988200589971	18.4857423795477	Stat2	14548
26.4291017074981	55.0853749072012	18.4855233853007	Numa1	14549
0	81.5165876777251	18.4834123222749	Abcg8	14550
81.5217391304348	0	18.4782608695652	Bmp15	14551
81.5581854043392	0	18.4418145956607	Rian	14552
34.953897736798	46.6051969823973	18.4409052808047	Kdm5a	14553
51.7998244073749	29.7629499561018	18.4372256365233	BC052040	14554
81.5659068384539	0	18.4340931615461	Tmem139	14555
81.576354679803	0	18.423645320197	Tmem18	14556
29.7029702970297	51.8976897689769	18.3993399339934	Ube2d-ps	14557
5.69190600522193	75.9268929503916	18.3812010443864	Mynn	14558
78.1925343811395	3.43811394891945	18.3693516699411	Sema3c	14559
52.1739130434783	29.4587400177462	18.3673469387755	Hyal1	14560
13.5687732342007	68.0762081784387	18.3550185873606	Tjp1	14561
81.6468253968254	0	18.3531746031746	4930429F24Rik	14562
19.9873896595208	61.6645649432535	18.3480453972257	Klkb1	14563
27.0049099836334	54.6644844517185	18.3306055646481	Zfp866	14564
24.8579545454545	56.8181818181818	18.3238636363636	Zfp579	14565
81.6816816816817	0	18.3183183183183	Flrt1	14566
81.6816816816817	0	18.3183183183183	Vmn1r213	14567
79.5476892822026	2.16322517207473	18.2890855457227	Shisa9	14568
61.9745845552297	19.7458455522972	18.2795698924731	BC022687	14569
39.8360655737705	41.8852459016393	18.2786885245902	Mdn1	14570
75.2417794970986	6.47969052224371	18.2785299806576	Sparcl1	14571
0	81.7243472981178	18.2756527018822	Angptl2	14572
43.6720142602496	38.0570409982175	18.270944741533	Anln	14573
76.6829268292683	5.07317073170732	18.2439024390244	1810021B22Rik	14574
34.7517730496454	47.0111448834853	18.2370820668693	Scml2	14575
75.0255885363357	6.7553735926305	18.2190378710338	Tnn	14576
11.0173697270471	70.7692307692308	18.2133995037221	Secisbp2	14577
9.39100739897553	72.3961297666477	18.2128628343768	Slc7a2	14578
39.0728476821192	42.7152317880795	18.2119205298013	Birc5	14579
15.8989598811293	65.8989598811293	18.2020802377415	Cox6b2	14580
36.3948497854077	45.4077253218884	18.1974248927039	Jade3	14581
12.7601314348302	69.0580503833516	18.1818181818182	Odc1	14582
14.664202094886	67.1595810227973	18.1762168823167	0610040J01Rik	14583
30.8446455505279	50.9803921568627	18.1749622926094	Rsbn1l	14584
41.3545816733068	40.4780876494024	18.1673306772908	Serf2	14585
33.8308457711443	48.0099502487562	18.1592039800995	Adam30	14586
50.2631578947368	31.5789473684211	18.1578947368421	Primpol	14587
34.5679012345679	47.276688453159	18.1554103122731	E430025E21Rik	14588
14.9897330595483	66.8720054757016	18.1382614647502	Tlr8	14589
81.8811881188119	0	18.1188118811881	Acsm2	14590
73.8625363020329	8.03484995159729	18.1026137463698	Smtnl2	14591
79.7653958944282	2.1505376344086	18.0840664711632	Timp1	14592
75.7575757575758	6.158357771261	18.0840664711632	Gm10785	14593
81.9180819180819	0	18.0819180819181	Oscar	14594
77.2102161100196	4.71512770137525	18.0746561886051	Il12b	14595
51.1563367252544	30.8048103607771	18.0388529139685	Seh1l	14596
81.9639278557114	0	18.0360721442886	5430401F13Rik	14597
45.9983831851253	35.9741309620048	18.0274858528698	Ica1l	14598
59.9382080329557	22.0391349124614	18.0226570545829	Rimbp3	14599
78.407960199005	3.58208955223881	18.0099502487562	Tatdn1	14600
35.2723915050785	46.7220683287165	18.005540166205	2700049A03Rik	14601
5.70291777188329	76.3041556145004	17.9929266136163	Heg1	14602
82.0158102766798	0	17.9841897233202	Slc22a1	14603
82.0158102766798	0	17.9841897233202	Zfp819	14604
80.5500982318271	1.47347740667976	17.9764243614931	Spata17	14605
15.2476349471341	66.7779632721202	17.9744017807457	Bfsp1	14606
77.5728155339806	4.46601941747573	17.9611650485437	Bhmt	14607
7.90476190476191	74.1428571428571	17.952380952381	Atp6v1c1	14608
82.0538384845464	0	17.9461615154536	Pom121l2	14609
1.23393316195373	80.8226221079692	17.9434447300771	LOC100038947	14610
0.347222222222222	81.7129629629629	17.9398148148148	Arg1	14611
71.3577799801784	10.7036669970268	17.9385530227948	Rdh18-ps	14612
82.0866141732283	0	17.9133858267717	Hs3st3a1	14613
10.4508196721311	71.6530054644809	17.896174863388	Hcfc1r1	14614
12.8325508607199	69.2749087115284	17.8925404277517	Tmem52b	14615
23.0221518987342	59.0981012658228	17.879746835443	Naaa	14616
82.1499013806706	0	17.8500986193294	Otog	14617
82.1674876847291	0	17.8325123152709	Syt15	14618
20.7575757575758	61.4393939393939	17.8030303030303	Per1	14619
23.9877769289534	58.2123758594347	17.7998472116119	Nipa2	14620
82.2177822177822	0	17.7822177822178	Ncan	14621
80.0589390962672	2.16110019646365	17.7799607072692	Zscan4c	14622
82.2244289970209	0	17.7755710029791	Ntng1	14623
7.51708428246014	74.7152619589977	17.7676537585421	Ret	14624
30.4097771387491	51.8332135154565	17.7570093457944	Polg2	14625
81.8632309217047	0.396432111000991	17.7403369672944	Car10	14626
29.3445580276609	52.916416115454	17.7390258568851	Mt3	14627
0	82.262443438914	17.737556561086	1700012B07Rik	14628
80.0196850393701	2.26377952755906	17.7165354330709	Vstm4	14629
10.8002602472349	71.5029277813923	17.6968119713728	Cd302	14630
0	82.3072325164375	17.6927674835625	Cck	14631
21.4363438520131	60.8813928182807	17.6822633297062	Klhdc8b	14632
20.24	62.08	17.68	Cd300lg	14633
5.33253445176753	76.9922109047334	17.6752546434991	Atp6v1b2	14634
15.4450261780105	66.8848167539267	17.6701570680628	Nfkbiz	14635
68.2233502538071	14.1116751269036	17.6649746192893	Fxyd1	14636
12.7853881278539	69.558599695586	17.6560121765601	Gas2l1	14637
79.6296296296296	2.72904483430799	17.6413255360624	Amacr	14638
61.8198874296435	20.5440900562852	17.6360225140713	Zfp738	14639
77.3125608568646	5.06329113924051	17.6241480038948	Ccdc97	14640
59.5594713656388	22.8193832599119	17.6211453744493	Gm20752	14641
51.9264448336252	30.4728546409807	17.600700525394	A930013F10Rik	14642
7.6681332495286	74.732872407291	17.5989943431804	Oaz2	14643
10	72.4087591240876	17.5912408759124	Dok1	14644
50.7104795737123	31.7051509769094	17.5843694493783	Asf1b	14645
52.8819762122598	29.551692589204	17.5663311985361	Bcs1l	14646
62.8252788104089	19.6096654275093	17.5650557620818	1700008J07Rik	14647
15.3605015673981	67.0846394984326	17.5548589341693	Scrn2	14648
14.0763765541741	68.3836589698046	17.5399644760213	Tanc2	14649
19.9155524278677	62.5615763546798	17.5228712174525	Cenpk	14650
67.2658467360454	15.2317880794702	17.5023651844844	Anks1b	14651
42.3772609819121	40.1378122308355	17.4849267872524	Cdk1	14652
62.5	20.018115942029	17.481884057971	Ptprg	14653
49.2021276595745	33.3333333333333	17.4645390070922	Dgkq	14654
82.5476429287864	0	17.4523570712136	Actl10	14655
26.0579064587973	56.4959168522643	17.4461766889384	1600012H06Rik	14656
82.5615763546798	0	17.4384236453202	Blzf1	14657
8.94894894894895	73.6336336336336	17.4174174174174	Cyp2d26	14658
67.0411985018727	15.5430711610487	17.4157303370786	4930519F09Rik	14659
2.9458179905313	79.6422935297212	17.4118884797475	Zcchc11	14660
76.78916827853	5.8027079303675	17.4081237911025	Nicn1	14661
27.3328921244209	55.2614162806089	17.4056915949702	Vps29	14662
4.35976656368006	78.2354960521799	17.4047373841401	Tmem44	14663
65.2173913043478	17.3913043478261	17.3913043478261	9430037G07Rik	14664
74.8046875	7.8125	17.3828125	Grk1	14665
45.6207159177456	37.014470677837	17.3648134044174	Ccl22	14666
82.6600985221675	0	17.3399014778325	Krt13	14667
41.8011894647409	40.8666100254885	17.3322005097706	2810417H13Rik	14668
38.6259541984733	44.0458015267176	17.3282442748092	A430078I02Rik	14669
17.2016959418534	65.4754694124773	17.3228346456693	Apbb3	14670
0	82.6912642430819	17.3087357569181	Fam83a	14671
14.9305555555556	67.7662037037037	17.3032407407407	Kcnk12	14672
79.3	3.4	17.3	5730422E09Rik	14673
72.3658051689861	10.337972166998	17.2962226640159	Chodl	14674
27.1186440677966	55.6093623890234	17.27199354318	C1d	14675
77.2682926829268	5.46341463414634	17.2682926829268	Aspn	14676
5.8252427184466	76.9147788565264	17.259978425027	Il27	14677
26.0015117157974	56.7649281934996	17.2335600907029	Dqx1	14678
75.842155919153	6.92974013474495	17.228103946102	Hydin	14679
68.2178217821782	14.5544554455446	17.2277227722772	Gpc3	14680
12.5575279421433	70.2169625246548	17.2255095332018	Zfp462	14681
14.9953574744661	67.7808727948004	17.2237697307335	E330021D16Rik	14682
57.9077429983526	24.8764415156507	17.2158154859967	Bdnf	14683
70.6491063029163	12.1354656632173	17.2154280338664	4930555G01Rik	14684
39.0705679862306	43.7177280550775	17.2117039586919	Spc25	14685
82.7893175074184	0	17.2106824925816	Zfp759	14686
75.3195673549656	7.47295968534907	17.2074729596854	Acox2	14687
0.918918918918919	81.8918918918919	17.1891891891892	Ltc4s	14688
56.0204953031597	26.8146883005978	17.1648163962425	Traf7	14689
9.88301734570391	72.972972972973	17.1440096813231	Fgf16	14690
39.4957983193277	43.3613445378151	17.1428571428571	Shcbp1	14691
39.4122731201383	43.4745030250648	17.1132238547969	Cenpf	14692
7.02151755379388	75.8776896942242	17.1007927519819	Adam3	14693
18.693009118541	64.209726443769	17.09726443769	Bmp2	14694
0	82.9074389551391	17.0925610448609	Slc34a3	14695
82.9170829170829	0	17.0829170829171	BC048644	14696
11.1801242236025	71.7391304347826	17.0807453416149	Dnajb13	14697
20.1769911504425	62.7433628318584	17.0796460176991	Tmem106a	14698
82.9365079365079	0	17.0634920634921	Rlbp1	14699
24.46735395189	58.4879725085911	17.0446735395189	Hgs	14700
41.6462917685412	41.320293398533	17.0334148329258	Mapk8ip3	14701
35.3238866396761	47.6720647773279	17.004048582996	Abat	14702
68.1522748375116	14.8560817084494	16.991643454039	Mga	14703
58.1506196377502	24.8808388941849	16.9685414680648	Ammecr1l	14704
83.0339321357285	0	16.9660678642715	Bbx	14705
33.0775134305449	49.9616270145817	16.9608595548734	Clec2d	14706
64.3243243243243	18.7387387387387	16.9369369369369	Fancl	14707
53.7174721189591	29.368029739777	16.9144981412639	Bod1	14708
19.7222222222222	63.3888888888889	16.8888888888889	Kcnh4	14709
83.1349206349206	0	16.8650793650794	Pcdhb14	14710
33.6538461538462	49.4822485207101	16.8639053254438	Ak8	14711
57.8323454699407	25.3175275190516	16.8501270110076	Efcab6	14712
68.4981684981685	14.6520146520146	16.8498168498168	Fam19a5	14713
25.0825082508251	58.0858085808581	16.8316831683168	Gnpda1	14714
0	83.1945889698231	16.8054110301769	Guca2b	14715
49.5004541326067	33.6966394187103	16.802906448683	Cdc37l1	14716
41.0912190963342	42.1142369991475	16.7945439045183	Pask	14717
0	83.2160259880888	16.7839740119112	Ace2	14718
83.218163869694	0	16.781836130306	1700034J05Rik	14719
58.1710414902625	25.0635055038103	16.7654530059272	Mlf1	14720
35.8901515151515	47.3484848484848	16.7613636363636	Trim28	14721
76.8046198267565	6.44850818094321	16.7468719923003	Pkd2l1	14722
30.077519379845	53.1782945736434	16.7441860465116	Spc24	14723
69.1026827012026	14.1535615171138	16.7437557816836	Gna14	14724
78.9579158316633	4.30861723446894	16.7334669338677	Arhgap15os	14725
80.2631578947368	3.03643724696356	16.7004048582996	Olfm2	14726
73.7	9.6	16.7	4933430I17Rik	14727
83.300395256917	0	16.699604743083	Pla2g3	14728
23.9410681399632	59.3615715162676	16.6973603437692	Inadl	14729
61.190053285968	22.113676731794	16.696269982238	Ssh2	14730
37.2614107883817	46.0580912863071	16.6804979253112	Ncaph	14731
18.6111111111111	64.7222222222222	16.6666666666667	Lsr	14732
15.1889534883721	68.1686046511628	16.6424418604651	Fanci	14733
83.3663366336634	0	16.6336633663366	Muc5ac	14734
45.7700650759219	37.5994215473608	16.6305133767173	Atp1a2	14735
51.8003273322422	31.5875613747954	16.6121112929624	Cfap53	14736
83.3996023856859	0	16.6003976143141	0610005C13Rik	14737
59.5258999122037	23.8805970149254	16.5935030728709	Gnmt	14738
31.651376146789	51.7584097859327	16.5902140672783	Sirt2	14739
79.3170731707317	4.09756097560976	16.5853658536585	Stx16	14740
83.4319526627219	0	16.5680473372781	Aoc3	14741
64.1526175687666	19.3433895297249	16.5039929015084	Tmem183a	14742
83.4990059642147	0	16.5009940357853	Unc80	14743
37.5386996904025	45.9752321981424	16.4860681114551	Ddx3x	14744
8.55829982768524	74.9569213095922	16.4847788627226	Cttnbp2nl	14745
9.42279230389738	74.0996546620622	16.4775530340405	Rabgap1l	14746
11.4957544088831	72.0444154147616	16.4598301763553	Erc2	14747
8.22351080653664	75.3294675803901	16.4470216130733	Sft2d1	14748
44.633730834753	38.9267461669506	16.4395229982964	Ube2c	14749
83.5806132542038	0	16.4193867457962	Eda2r	14750
13.3630289532294	70.2301410541945	16.4068299925761	Srsf1	14751
39.3289841565704	44.2684063373719	16.4026095060578	Tube1	14752
27.04	56.56	16.4	Uck2	14753
69.1417550626808	14.4648023143684	16.3934426229508	Ptprr	14754
42.1133231240429	41.5007656967841	16.385911179173	Casp7	14755
40.9090909090909	42.7101200686106	16.3807890222985	Mcat	14756
59.8584428715875	23.7613751263903	16.3801820020222	Adar	14757
8.72210953346856	74.9290060851927	16.3488843813387	Adora3	14758
20.550252667041	63.1106120157215	16.3391353172375	Fbxw11	14759
3.79506641366224	79.8861480075901	16.3187855787476	Hdac7	14760
8.08720112517581	75.5977496483826	16.3150492264416	Klf6	14761
54.2857142857143	29.4009216589862	16.3133640552995	Vps11	14762
17.2848145556333	66.4100769769069	16.3051084674598	Slc26a2	14763
80.8232931726908	2.91164658634538	16.2650602409639	Gm20362	14764
19.1969887076537	64.5545796737767	16.2484316185696	Rbsn	14765
4.14610069101678	79.6150049358342	16.2388943731491	Abhd12	14766
78.3266129032258	5.44354838709677	16.2298387096774	Zscan25	14767
18.1237721021611	65.6679764243615	16.2082514734774	Catip	14768
38.6206896551724	45.1724137931034	16.2068965517241	Pdxp	14769
8.21401657874906	75.5840241145441	16.2019593067069	Mndal	14770
35.4552780016116	48.348106365834	16.1966156325544	Siah1b	14771
46.6273187183811	37.1838111298482	16.1888701517707	Stx8	14772
18.0245535714286	65.7924107142857	16.1830357142857	9430076C15Rik	14773
38.8844621513944	44.9402390438247	16.1752988047809	Pnisr	14774
7.72640911969601	76.1241291956935	16.1494616846105	Traf3ip3	14775
41.8219461697723	42.0289855072464	16.1490683229814	A630095N17Rik	14776
5.31197301854975	78.5413153456998	16.1467116357504	B4galnt4	14777
57.8993055555556	25.9548611111111	16.1458333333333	Thsd4	14778
25.2909231962762	58.5725368502715	16.1365399534523	Snhg7	14779
20.1240523776706	63.7491385251551	16.1268090971744	Trp53bp1	14780
26.9943593875906	56.8896051571313	16.116035455278	Phrf1	14781
22.3665223665224	61.5440115440115	16.0894660894661	Klc1	14782
83.9126117179742	0	16.0873882820258	Foxr1	14783
83.9126117179742	0	16.0873882820258	Gm10371	14784
15.2428810720268	68.6767169179229	16.0804020100502	Cstf3	14785
3.58408822371012	80.3465931469082	16.0693186293816	Runx3	14786
14.5173745173745	69.4208494208494	16.0617760617761	Fn1	14787
12.4087591240876	71.5328467153285	16.0583941605839	Rilp	14788
83.9481555333998	0	16.0518444666002	Cnn1	14789
61.8595825426945	22.1062618595825	16.034155597723	Dbndd1	14790
16.2826420890937	67.6907322068612	16.0266257040451	B130006D01Rik	14791
83.9762611275964	0	16.0237388724036	Crabp2	14792
43.013698630137	41.0045662100457	15.9817351598174	Ap3d1	14793
76.728334956183	7.30282375851996	15.968841285297	Slc25a31	14794
56.7350579839429	27.2970561998216	15.9678858162355	Corin	14795
82.8543111992071	1.18929633300297	15.9563924677899	Nop9	14796
52.9236868186323	31.1199207135778	15.9563924677899	3632454L22Rik	14797
43.5215946843854	40.531561461794	15.9468438538206	Lrrc57	14798
37.2419488026424	46.8208092485549	15.9372419488026	Kif15	14799
84.0637450199203	0	15.9362549800797	Slc5a2	14800
53.9599651871192	30.1131418624891	15.9268929503916	Dll1	14801
82.8882294757666	1.18694362017804	15.9248269040554	Htra4	14802
84.0954274353877	0	15.9045725646123	Trim17	14803
4.85175202156334	79.2452830188679	15.9029649595687	Abhd3	14804
31.693605059733	52.4244553759663	15.8819395643008	5830454E08Rik	14805
7.03488372093023	77.0930232558139	15.8720930232558	Cav1	14806
53.5617673579802	30.5680793507665	15.8701532912534	Meox1	14807
6.9213189683317	77.2118837740777	15.8667972575906	Naalad2	14808
12.8729752770673	71.2702472293265	15.8567774936061	Tmem144	14809
50.8561643835616	33.304794520548	15.8390410958904	Map1b	14810
10.3130755064457	73.8489871086556	15.8379373848987	Pdgfc	14811
14.1709695926563	69.9942627653471	15.8347676419966	Slc38a7	14812
31.6444444444444	52.5333333333333	15.8222222222222	Cp	14813
56.6463944396177	27.5412684622068	15.8123370981755	Rpe	14814
11.6129032258065	72.5806451612903	15.8064516129032	Tia1	14815
84.2	0	15.8	Shd	14816
10.2397602397602	73.976023976024	15.7842157842158	Rapsn	14817
84.2418235877106	0	15.7581764122894	Serpina12	14818
7.39666424945613	76.8672951414068	15.7360406091371	Nupr1	14819
19.2982456140351	64.9772579597141	15.7244964262508	Stab2	14820
50.3846153846154	33.9230769230769	15.6923076923077	Gm3604	14821
84.3409316154609	0	15.6590683845391	Hcar1	14822
64.5248868778281	19.8190045248869	15.6561085972851	Pigyl	14823
84.3564356435644	0	15.6435643564356	Bmper	14824
80.058651026393	4.3010752688172	15.6402737047898	Fat2	14825
12.3581336696091	72.0050441361917	15.6368221941992	Ifi203	14826
38.86925795053	45.4946996466431	15.6360424028269	Cyp26a1	14827
50.3056768558952	34.061135371179	15.6331877729258	Ddx23	14828
19.2151556156969	65.1556156968877	15.6292286874154	Vbp1	14829
68.0221811460259	16.358595194085	15.6192236598891	Adat2	14830
79.4117647058824	5	15.5882352941176	Slc5a6	14831
80.9990205680705	3.42801175318315	15.5729676787463	Ackr1	14832
67.0910871694417	17.3359451518119	15.5729676787463	Prr22	14833
0	84.4317592112091	15.5682407887909	Ugt2b34	14834
1.55148095909732	82.8866948754114	15.5618241654913	Snx1	14835
84.4466600199402	0	15.5533399800598	Crisp1	14836
71.8483412322275	12.6066350710901	15.5450236966825	Tusc5	14837
50.0426985482494	34.4150298889838	15.5422715627669	Slc25a25	14838
65.9047619047619	18.5714285714286	15.5238095238095	Bag4	14839
40.0557620817844	44.4237918215613	15.5204460966543	Fam219a	14840
84.493041749503	0	15.506958250497	D630029K05Rik	14841
19.6208530805687	64.8815165876777	15.4976303317536	Serpine2	14842
82.0588235294118	2.45098039215686	15.4901960784314	Rhbdl2	14843
42.5217391304348	42	15.4782608695652	Kat7	14844
56.2074829931973	28.3163265306122	15.4761904761905	Serping1	14845
15.1216685979143	69.4090382387022	15.4692931633835	Marco	14846
21.5264187866928	63.013698630137	15.4598825831703	Ppil4	14847
38.8529139685476	45.6984273820537	15.4486586493987	Podxl2	14848
5.58701396753492	78.9731974329936	15.4397885994715	Gm3636	14849
84.5617529880478	0	15.4382470119522	Gm10190	14850
19.3324664065886	65.236237537928	15.4312960554833	Lca5l	14851
40.0699912510936	44.5319335083115	15.3980752405949	Dctn4	14852
1.71048463731391	82.8951536268609	15.3943617358251	Tm4sf1	14853
74.3269230769231	10.2884615384615	15.3846153846154	Trim45	14854
27.9560810810811	56.6722972972973	15.3716216216216	Dsn1	14855
79.0882061446977	5.55004955401387	15.3617443012884	Ism1	14856
0	84.6457990115321	15.3542009884679	Pfkp	14857
37.2742200328407	47.3727422003284	15.3530377668309	Cald1	14858
0	84.649824112568	15.350175887432	Areg	14859
0	84.6499859432106	15.3500140567894	Cfap69	14860
84.6534653465346	0	15.3465346534653	Ugt2b1	14861
14.3597719025402	70.2954898911353	15.3447382063245	Cyp46a1	14862
67.0250896057347	17.6523297491039	15.3225806451613	Ap2s1	14863
0.199401794616152	84.4965104685942	15.3040877367896	Limd2	14864
84.7	0	15.3	Abca8b	14865
84.7070506454816	0	15.2929493545184	Gm10415	14866
84.7152847152847	0	15.2847152847153	Chrna10	14867
29.4545454545455	55.2727272727273	15.2727272727273	Gpr33	14868
34.1752170481452	50.5919494869771	15.2328334648777	Xpa	14869
4.18925579103006	80.5815672745195	15.2291769344505	Ear2	14870
84.7826086956522	0	15.2173913043478	Ceacam14	14871
13.9076284379865	70.8873897249611	15.2049818370524	Fignl2	14872
40.2505873140172	44.5575567736883	15.1918559122944	Zfp445	14873
77.6908023483366	7.14285714285714	15.1663405088063	Snx32	14874
80.7730426164519	4.06342913776016	15.1635282457879	Trpc1	14875
0	84.8438920885117	15.1561079114883	Tmem52	14876
10.9205260148656	73.9279588336192	15.1515151515152	Dtnb	14877
73.1203007518797	11.7481203007519	15.1315789473684	Ppp1r1c	14878
44.2276422764228	40.650406504065	15.1219512195122	Pigw	14879
9.42184154175589	75.4603854389722	15.1177730192719	Oit3	14880
84.8906560636183	0	15.1093439363817	Slc14a2	14881
84.7070506454816	0.198609731876862	15.0943396226415	Slc5a5	14882
75.0943396226415	9.81132075471698	15.0943396226415	4933406F09Rik	14883
17.5942549371634	67.3249551166966	15.08078994614	Muc2	14884
79.6610169491525	5.28414755732801	15.0548354935194	Olfr1105	14885
29.7037630104083	55.244195356285	15.0520416333066	Chek1	14886
18.7981510015408	66.1530559835645	15.0487930148947	Dclk3	14887
39.7537379067722	45.2066842568162	15.0395778364116	Fam198b	14888
15.8511722731906	69.1131498470948	15.0356778797146	Rassf2	14889
56.9989929506546	27.9959718026183	15.0050352467271	Uspl1	14890
25.4228041462084	59.5744680851064	15.0027277686852	Nrg4	14891
20.9358128374325	64.0671865626875	14.99700059988	Sema3e	14892
62.3779946761313	22.6264418811003	14.9955634427684	Macrod1	14893
39.6147403685092	45.393634840871	14.9916247906198	Tex14	14894
85.0198412698413	0	14.9801587301587	Krtap13-1	14895
50.3703703703704	34.6502057613169	14.9794238683128	Pnpla3	14896
70.2891326021934	14.7557328015952	14.9551345962114	Ranbp10	14897
13.3535660091047	71.6995447647951	14.9468892261002	Fkbp1b	14898
85.0642927794263	0	14.9357072205737	Mcidas	14899
4.31918008784773	80.7467057101025	14.9341142020498	Crybb1	14900
76.555023923445	8.51674641148325	14.9282296650718	Prss33	14901
24.5720040281974	60.5236656596173	14.9043303121853	Hdac2	14902
85.1042701092354	0	14.8957298907646	Cers3	14903
42.2155688622754	42.8892215568862	14.8952095808383	5430416O09Rik	14904
65.6028368794326	19.5035460992908	14.8936170212766	Tnc	14905
3.07637906647808	82.036775106082	14.8868458274399	Ifi47	14906
85.1256281407035	0	14.8743718592965	Bpifb2	14907
73.3901515151515	11.7424242424242	14.8674242424242	Dpm1	14908
85.1445663010967	0	14.8554336989033	Necab1	14909
27.3690773067332	57.7930174563591	14.8379052369077	Apol9a	14910
16.6029723991507	68.5774946921444	14.8195329087049	BC053393	14911
71.668219944082	13.5135135135135	14.8182665424045	Samd5	14912
75.6166982922201	9.58254269449715	14.8007590132827	Smarcc2	14913
50.1283147989735	35.0727117194183	14.7989734816082	Hmga2	14914
60.3481624758221	24.8549323017408	14.7969052224371	Rxfp1	14915
45.2845528455285	39.9186991869919	14.7967479674797	Tpmt	14916
13.8955823293173	71.3253012048193	14.7791164658635	4930455G09Rik	14917
85.273631840796	0	14.726368159204	Tnfsf15	14918
14.3956043956044	70.8791208791209	14.7252747252747	Dsc2	14919
27.9938977879481	57.2845156369184	14.7215865751335	Epha4	14920
45.2798663324979	40.0167084377611	14.703425229741	Zbtb7c	14921
80.6231742940604	4.67380720545278	14.7030185004869	Rgs22	14922
7.39111306643203	77.9146502419709	14.694236691597	Wtip	14923
45.9045904590459	39.4239423942394	14.6714671467147	Troap	14924
48.5092667203868	36.8251410153102	14.665592264303	Arntl2	14925
35.9832635983264	49.3723849372385	14.6443514644351	Mis18bp1	14926
